,ip,province,city,company
1789,67.10.191.167,Texas,San Antonio,Charter Communications Inc
1790,70.122.206.28,Texas,Irving,Charter Communications Inc
1791,99.203.154.102,Texas,Houston,Sprint Communications Inc.
1792,107.77.221.19,Texas,Corpus Christi,AT&T Mobility LLC
1793,99.203.27.45,Texas,Houston,Sprint Communications Inc.
1794,107.77.217.127,Texas,Houston,AT&T Mobility LLC
1795,97.105.137.42,Texas,San Antonio,Jungle Disk LLC
1796,107.77.169.1,Texas,Houston,AT&T Mobility LLC
1797,71.42.105.183,Texas,Sulphur Springs,Korcett-Tobin Hill Lofts
1798,99.203.26.60,Texas,Houston,Sprint Communications Inc.
1799,166.251.105.253,New York,New York City,Wireless Data Service Provider Corporation
1800,173.127.56.209,Texas,Houston,Sprint Communications Inc.
1801,97.105.69.130,Texas,San Antonio,Candlewood Suites
1802,99.203.154.246,Texas,Houston,Sprint Communications Inc.
1803,99.203.27.10,Texas,Houston,Sprint Communications Inc.
1804,99.203.26.250,Texas,Houston,Sprint Communications Inc.
1805,173.239.232.38,Texas,Plano,North American Cable Television and Internet LLC
1806,108.200.112.159,Texas,San Antonio,AT&T Internet Services
1807,99.203.155.190,Texas,Houston,Sprint Communications Inc.
1808,70.121.161.166,Texas,San Antonio,Charter Communications Inc
1809,104.10.80.59,Texas,Austin,AT&T Corp.
1810,174.207.19.90,Texas,Plainview,Verizon Wireless
1811,159.118.138.70,Arkansas,Texarkana,Cable One Inc.
1812,107.77.198.116,Colorado,Colorado Springs,AT&T Mobility LLC
1813,99.203.91.36,Texas,Houston,Sprint Communications Inc.
1814,97.98.14.0,Texas,Portland,Charter Communications Inc
1815,107.77.198.150,Colorado,Colorado Springs,AT&T Mobility LLC
1816,99.203.27.213,Texas,Houston,Sprint Communications Inc.
1817,99.203.90.84,Texas,Houston,Sprint Communications Inc.
1818,23.116.24.226,Texas,Houston,AT&T Corp.
1819,99.203.90.129,Texas,Houston,Sprint Communications Inc.
1820,104.53.215.3,Texas,San Antonio,AT&T Corp.
1821,45.56.172.244,Colorado,Denver,Strong Technology LLC.
1822,107.77.169.2,Texas,Houston,AT&T Mobility LLC
1823,99.203.26.72,Texas,Houston,Sprint Communications Inc.
1824,99.203.91.196,Texas,Houston,Sprint Communications Inc.
1825,172.56.15.135,Texas,Houston,T-Mobile USA Inc.
1826,99.203.26.125,Texas,Houston,Sprint Communications Inc.
1827,108.93.9.152,Texas,San Antonio,AT&T Corp.
1828,96.8.128.69,Texas,New Braunfels,Guadalupe Valley Telephone Cooperative Inc.
1829,99.203.90.115,Texas,Houston,Sprint Communications Inc.
1830,172.56.14.207,Texas,Houston,T-Mobile USA Inc.
1831,99.140.253.42,Texas,Dallas,AT&T Corp.
1832,99.203.26.56,Texas,Houston,Sprint Communications Inc.
1833,96.8.128.88,Texas,New Braunfels,Guadalupe Valley Telephone Cooperative Inc.
1834,193.37.252.38,Florida,Miami,PPMAN Services Srl
1835,103.208.220.137,Tokyo,Shinagawa-ku,Total Server Solutions LLC
1836,99.203.154.182,Texas,Houston,Sprint Communications Inc.
1837,23.127.172.66,Texas,San Antonio,AT&T Corp.
1838,76.186.167.31,Texas,Irving,Charter Communications Inc
1839,70.122.37.185,Texas,San Antonio,Charter Communications Inc
1840,76.250.151.130,Texas,San Antonio,AT&T Corp.
1841,173.173.109.203,Texas,San Antonio,Charter Communications Inc
1842,107.77.217.123,Texas,Houston,AT&T Mobility LLC
1843,172.58.109.252,New Mexico,Albuquerque,T-Mobile USA Inc.
1844,70.130.124.250,Texas,San Antonio,AT&T Corp.
1845,72.181.121.127,Texas,San Antonio,Charter Communications Inc
1846,166.247.169.116,New York,New York City,Wireless Data Service Provider Corporation
1847,172.58.101.148,Texas,Waco,T-Mobile USA Inc.
1848,73.77.171.11,Texas,Sugar Land,Comcast Cable Communications LLC
1849,107.77.220.18,Texas,Houston,AT&T Mobility LLC
1850,174.207.17.141,Texas,Odessa,Verizon Wireless
1851,72.190.185.235,Texas,San Antonio,Charter Communications Inc
1852,208.54.86.183,Texas,Dallas,T-Mobile USA Inc.
1853,172.58.109.96,New Mexico,Albuquerque,T-Mobile USA Inc.
1854,70.94.182.14,Texas,San Antonio,Charter Communications Inc
1855,45.56.172.242,Colorado,Denver,Strong Technology LLC.
1856,45.56.172.248,Colorado,Denver,Strong Technology LLC.
1857,99.203.155.5,Texas,Houston,Sprint Communications Inc.
1858,107.77.218.81,Texas,San Antonio,AT&T Mobility LLC
1859,45.56.172.243,Colorado,Denver,Strong Technology LLC.
1860,172.56.6.247,Oklahoma,Jay,T-Mobile USA Inc.
1861,207.239.160.254,New York,New York City,Verizon Communications Inc.
1862,67.80.48.111,New York,Brooklyn,Optimum Online
1863,136.49.24.186,Texas,Austin,Google Fiber Inc.
1864,131.194.172.30,Texas,San Antonio,Trinity University
1865,99.203.31.78,Florida,Miami,Sprint Communications Inc.
1866,99.203.155.98,Texas,Houston,Sprint Communications Inc.
1867,207.119.59.156,Texas,San Marcos,CenturyLink Communications LLC
1868,99.203.155.92,Texas,Houston,Sprint Communications Inc.
1869,174.207.14.229,Georgia,Atlanta,Verizon Wireless
1870,174.207.3.247,Texas,Odessa,Verizon Wireless
1871,131.194.172.199,Texas,San Antonio,Trinity University
1872,173.174.197.21,Texas,San Antonio,Charter Communications Inc
1873,172.58.109.173,New Mexico,Albuquerque,T-Mobile USA Inc.
1874,69.147.62.1,Texas,San Antonio,Education Service Center Region
1875,99.203.26.208,Texas,Houston,Sprint Communications Inc.
1876,70.123.224.162,Texas,Universal City,Charter Communications Inc
1877,72.48.255.177,Texas,San Antonio,Grande Communications San Antonio
1878,166.251.101.230,Texas,San Antonio,Wireless Data Service Provider Corporation
1879,24.243.70.180,Texas,San Antonio,Charter Communications Inc
1880,209.107.210.228,Illinois,Chicago,SecuredConnectivity.net
1881,99.203.26.20,Texas,Houston,Sprint Communications Inc.
1882,173.123.204.117,Texas,Houston,Sprint Communications Inc.
1883,216.54.250.134,Texas,San Antonio,CDS%2FMuery Services
1884,209.107.216.157,Texas,Dallas,SecuredConnectivity.net
1885,162.251.232.108,Nevada,Las Vegas,VegasNap LLC
1886,185.161.201.16,New South Wales,Sydney,ProtonVPN AG
1887,162.251.232.107,Nevada,Las Vegas,VegasNap LLC
1888,99.48.229.126,Texas,San Antonio,AT&T Corp.
1889,174.207.26.73,Texas,Corpus Christi,Verizon Wireless
1890,66.162.83.179,Texas,San Antonio,McCombs Enterprises
1891,68.206.80.164,Texas,El Paso,Charter Communications Inc
1892,136.49.177.117,Texas,Austin,Google Fiber Inc.
1893,99.203.154.170,Texas,Houston,Sprint Communications Inc.
1894,131.194.172.132,Texas,San Antonio,Trinity University
1895,66.25.7.9,Texas,Irving,Charter Communications Inc
1896,99.203.155.241,Texas,Houston,Sprint Communications Inc.
1897,166.251.106.194,Texas,San Antonio,Wireless Data Service Provider Corporation
1898,71.42.156.131,Texas,San Antonio,Seraton Gunter Hotel
1899,173.239.232.121,Texas,Plano,North American Cable Television and Internet LLC
1900,99.203.26.158,Texas,Houston,Sprint Communications Inc.
1901,174.207.12.247,Texas,Pflugerville,Verizon Wireless
1902,96.8.128.98,Texas,New Braunfels,Guadalupe Valley Telephone Cooperative Inc.
1903,99.203.155.0,Texas,Houston,Sprint Communications Inc.
1904,72.177.209.244,Texas,San Antonio,Charter Communications Inc
1905,107.77.220.64,Texas,Houston,AT&T Mobility LLC
1906,173.173.102.182,Texas,San Antonio,Charter Communications Inc
1907,174.235.7.82,Texas,Friendswood,Verizon Wireless
1908,107.77.221.203,Texas,Corpus Christi,AT&T Mobility LLC
1909,174.207.2.137,Texas,Waco,Verizon Wireless
1910,63.240.174.244,Ohio,Cincinnati,Accenture
1911,70.120.3.91,Texas,San Antonio,Charter Communications Inc
1912,98.6.95.27,Texas,Irving,Starbucks
1913,130.45.33.209,Texas,San Antonio,Grande Communications San Antonio Hub
1914,136.50.6.131,Texas,San Antonio,Google Fiber Inc.
1915,98.158.241.75,Texas,Dallas,Symantec Corporation
1916,69.16.147.251,Arizona,Phoenix,SecuredConnectivity.net
1917,99.203.154.189,Texas,Houston,Sprint Communications Inc.
1918,173.175.109.235,Texas,Leon Valley,Charter Communications Inc
1919,174.207.15.199,Texas,Waco,Verizon Wireless
1920,99.203.27.24,Texas,Houston,Sprint Communications Inc.
1921,99.203.27.189,Texas,Houston,Sprint Communications Inc.
1922,107.77.217.196,Texas,Houston,AT&T Mobility LLC
1923,99.203.155.17,Texas,Houston,Sprint Communications Inc.
1924,99.203.27.196,Texas,Houston,Sprint Communications Inc.
1925,99.203.27.188,Texas,Houston,Sprint Communications Inc.
1926,67.11.84.66,Texas,San Antonio,Charter Communications Inc
1927,107.77.221.110,Texas,Corpus Christi,AT&T Mobility LLC
1928,173.123.45.184,Texas,Houston,Sprint Communications Inc.
1929,52.176.52.196,Iowa,Des Moines,Microsoft Corporation
1930,97.79.140.198,Texas,Schertz,Holiday Inn
1931,99.203.154.118,Texas,Houston,Sprint Communications Inc.
1932,67.11.39.16,Texas,Leon Valley,Charter Communications Inc
1933,99.61.24.168,Texas,San Antonio,AT&T Corp.
1934,72.191.19.45,Texas,San Antonio,Charter Communications Inc
1935,107.77.219.64,Texas,Houston,AT&T Mobility LLC
1936,104.190.242.24,Texas,San Antonio,AT&T Corp.
1937,24.243.17.137,Texas,San Antonio,Charter Communications Inc
1938,67.10.129.157,Texas,San Antonio,Charter Communications Inc
1939,96.8.160.28,Texas,San Antonio,Guadalupe Valley Telephone Cooperative Inc.
1940,99.203.26.219,Texas,Houston,Sprint Communications Inc.
1941,66.69.60.160,Texas,San Antonio,Charter Communications Inc
1942,75.41.19.157,Texas,San Antonio,AT&T Corp.
1943,72.191.30.236,Texas,San Antonio,Charter Communications Inc
1944,24.243.31.34,Texas,San Antonio,Charter Communications Inc
1945,70.124.99.231,Texas,Laredo,Charter Communications Inc
1946,174.207.24.226,Texas,Midland,Verizon Wireless
1947,72.180.0.21,Texas,Lewisville,Charter Communications Inc
1948,71.183.39.187,New York,New York City,Verizon Communications Inc.
1949,66.25.166.124,Texas,San Antonio,Charter Communications Inc
1950,71.78.236.131,Texas,San Antonio,IHG Connect
1951,174.207.25.208,Texas,Amarillo,Verizon Wireless
1952,70.113.107.71,Texas,Round Rock,Charter Communications Inc
1953,66.69.76.167,Texas,San Antonio,Charter Communications Inc
1954,174.207.2.32,Texas,Waco,Verizon Wireless
1955,70.121.182.158,Texas,San Antonio,Charter Communications Inc
1956,51.9.81.63,England,Maidenhead,British Telecommunications PLC
1957,165.225.48.93,Virginia,Herndon,Zscaler Inc.
1958,24.243.55.34,Texas,San Antonio,Charter Communications Inc
1959,173.239.232.3,Texas,Plano,North American Cable Television and Internet LLC
1960,99.203.27.110,Texas,Houston,Sprint Communications Inc.
1961,46.218.181.194,Ile-de-France,Nanterre,Completel SAS
1962,172.127.182.225,Texas,San Antonio,AT&T Corp.
1963,70.121.220.218,Texas,San Antonio,Charter Communications Inc
1964,173.175.112.68,Texas,San Antonio,Charter Communications Inc
1965,172.56.7.6,Texas,Waxahachie,T-Mobile USA Inc.
1966,98.6.44.42,Texas,San Antonio,Salient CRGT
1967,12.162.134.81,Texas,San Antonio,County of Bexar
1968,67.11.131.55,Texas,San Antonio,Charter Communications Inc
1969,68.206.251.51,Texas,San Antonio,Charter Communications Inc
1970,173.239.232.153,Texas,Plano,North American Cable Television and Internet LLC
1971,172.58.106.143,Texas,Cleburne,T-Mobile USA Inc.
1972,104.189.72.26,Texas,San Antonio,AT&T Corp.
1973,71.42.105.170,Texas,Sulphur Springs,Korcett-Tobin Hill Lofts
1974,71.42.105.171,Texas,Sulphur Springs,Korcett-Tobin Hill Lofts
1975,174.207.16.237,Texas,Seminole,Verizon Wireless
1976,165.225.48.84,Virginia,Herndon,Zscaler Inc.
1977,99.147.239.234,Texas,San Antonio,AT&T Corp.
1978,129.115.195.52,Texas,San Antonio,University of Texas at San Antonio
1979,71.42.105.172,Texas,Sulphur Springs,Korcett-Tobin Hill Lofts
1980,65.43.113.131,Texas,San Antonio,AT&T Internet Services
1981,99.203.26.138,Texas,Houston,Sprint Communications Inc.
1982,174.207.23.167,Texas,San Antonio,Verizon Wireless
1983,76.185.135.244,Texas,San Antonio,Charter Communications Inc
1984,184.203.165.194,Arizona,Phoenix,Sprint Communications Inc.
1985,166.251.112.234,Texas,San Antonio,Wireless Data Service Provider Corporation
1986,72.191.11.178,Texas,San Antonio,Charter Communications Inc
1987,107.77.221.76,Texas,Corpus Christi,AT&T Mobility LLC
1988,174.255.132.169,Texas,Clarendon,Verizon Wireless
1989,67.10.128.187,Texas,San Antonio,Charter Communications Inc
1990,107.77.218.199,Texas,San Antonio,AT&T Mobility LLC
1991,173.173.104.202,Texas,San Antonio,Charter Communications Inc
1992,107.77.217.32,Texas,Houston,AT&T Mobility LLC
1993,129.115.195.28,Texas,San Antonio,University of Texas at San Antonio
1994,173.239.232.138,Texas,Plano,North American Cable Television and Internet LLC
1995,71.42.105.147,Texas,Sulphur Springs,Korcett-Tobin Hill Lofts
1996,172.56.6.211,Oklahoma,Jay,T-Mobile USA Inc.
1997,72.21.196.64,Virginia,Ashburn,Amazon Corporate LLC
1998,70.118.9.107,Texas,San Antonio,Speed Clean Laundry LLC
1999,69.232.103.179,Texas,San Antonio,AT&T Corp.
2000,107.77.219.47,Texas,Houston,AT&T Mobility LLC
2001,72.21.196.67,Virginia,Ashburn,Amazon Corporate LLC
2002,103.208.220.141,Tokyo,Shinagawa-ku,Total Server Solutions LLC
2003,173.175.112.68,Texas,San Antonio,Charter Communications Inc
2004,172.56.7.6,Texas,Waxahachie,T-Mobile USA Inc.
2005,98.6.44.42,Texas,San Antonio,Salient CRGT
2006,12.162.134.81,Texas,San Antonio,County of Bexar
2007,67.11.131.55,Texas,San Antonio,Charter Communications Inc
2008,68.206.251.51,Texas,San Antonio,Charter Communications Inc
2009,173.239.232.153,Texas,Plano,North American Cable Television and Internet LLC
2010,172.58.106.143,Texas,Cleburne,T-Mobile USA Inc.
2011,104.189.72.26,Texas,San Antonio,AT&T Corp.
2012,71.42.105.170,Texas,Sulphur Springs,Korcett-Tobin Hill Lofts
2013,71.42.105.171,Texas,Sulphur Springs,Korcett-Tobin Hill Lofts
2014,174.207.16.237,Texas,Seminole,Verizon Wireless
2015,165.225.48.84,Virginia,Herndon,Zscaler Inc.
2016,99.147.239.234,Texas,San Antonio,AT&T Corp.
2017,129.115.195.52,Texas,San Antonio,University of Texas at San Antonio
2018,71.42.105.172,Texas,Sulphur Springs,Korcett-Tobin Hill Lofts
2019,65.43.113.131,Texas,San Antonio,AT&T Internet Services
2020,99.203.26.138,Texas,Houston,Sprint Communications Inc.
2021,174.207.23.167,Texas,San Antonio,Verizon Wireless
2022,76.185.135.244,Texas,San Antonio,Charter Communications Inc
2023,184.203.165.194,Arizona,Phoenix,Sprint Communications Inc.
2024,166.251.112.234,Texas,San Antonio,Wireless Data Service Provider Corporation
2025,72.191.11.178,Texas,San Antonio,Charter Communications Inc
2026,107.77.221.76,Texas,Corpus Christi,AT&T Mobility LLC
2027,174.255.132.169,Texas,Clarendon,Verizon Wireless
2028,67.10.128.187,Texas,San Antonio,Charter Communications Inc
2029,107.77.218.199,Texas,San Antonio,AT&T Mobility LLC
2030,173.173.104.202,Texas,San Antonio,Charter Communications Inc
2031,107.77.217.32,Texas,Houston,AT&T Mobility LLC
2032,129.115.195.28,Texas,San Antonio,University of Texas at San Antonio
2033,173.239.232.138,Texas,Plano,North American Cable Television and Internet LLC
2034,71.42.105.147,Texas,Sulphur Springs,Korcett-Tobin Hill Lofts
2035,172.56.6.211,Oklahoma,Jay,T-Mobile USA Inc.
2036,72.21.196.64,Virginia,Ashburn,Amazon Corporate LLC
2037,70.118.9.107,Texas,San Antonio,Speed Clean Laundry LLC
2038,69.232.103.179,Texas,San Antonio,AT&T Corp.
2039,107.77.219.47,Texas,Houston,AT&T Mobility LLC
2040,72.21.196.67,Virginia,Ashburn,Amazon Corporate LLC
2041,103.208.220.141,Tokyo,Shinagawa-ku,Total Server Solutions LLC
2042,99.88.62.137,Texas,San Antonio,AT&T Corp.
2043,130.45.51.161,Texas,San Antonio,Grande Communications San Antonio Hub
2044,72.21.196.66,Virginia,Ashburn,Amazon Corporate LLC
2045,12.5.63.226,Texas,San Antonio,Grunt Style LLC
2046,70.117.29.41,Texas,Leon Valley,Charter Communications Inc
2047,165.225.48.85,Virginia,Herndon,Zscaler Inc.
2048,71.42.105.182,Texas,Sulphur Springs,Korcett-Tobin Hill Lofts
2049,107.209.79.143,Texas,Houston,AT&T Corp.
2050,64.250.4.125,Texas,Seguin,Gvec.net Inc.
2051,71.78.144.162,Texas,Plano,Old Annex Office Solutions LLC
2052,67.2.167.92,Utah,Cedar City,CenturyLink Communications LLC
2053,75.70.247.39,Colorado,Colorado Springs,Comcast Cable Communications LLC
2054,173.239.232.135,Texas,Plano,North American Cable Television and Internet LLC
2055,99.203.27.92,Texas,Houston,Sprint Communications Inc.
2056,99.61.71.158,Texas,Austin,AT&T Corp.
2057,173.239.232.177,Texas,Plano,North American Cable Television and Internet LLC
2058,107.77.221.57,Texas,Corpus Christi,AT&T Mobility LLC
2059,67.164.150.90,New Mexico,Santa Fe,Comcast Cable Communications LLC
2060,72.190.178.21,Texas,San Antonio,Charter Communications Inc
2061,99.203.154.221,Texas,Houston,Sprint Communications Inc.
2062,173.173.96.202,Texas,San Antonio,Charter Communications Inc
2063,172.87.151.154,Texas,San Antonio,Freebirds Project
2064,24.243.71.31,Texas,San Antonio,Charter Communications Inc
2065,107.77.222.224,Texas,San Antonio,AT&T Mobility LLC
2066,72.181.98.75,Texas,San Antonio,Charter Communications Inc
2067,72.128.139.130,Texas,San Antonio,Methodist Healthcare
2068,172.58.110.34,Texas,Plano,T-Mobile USA Inc.
2069,72.48.241.23,Texas,San Antonio,Grande Communications San Antonio
2070,66.139.85.115,Texas,Plano,Southern Steel Co.
2071,72.179.189.66,Texas,San Antonio,Charter Communications Inc
2072,216.180.182.238,Idaho,Malta,ATC Communications
2073,77.136.40.123,Pays-de-la-Loire,Angers,SFR SA
2074,166.251.112.225,Texas,San Antonio,Wireless Data Service Provider Corporation
2075,156.80.4.2,Virginia,Arlington,Booz Allen Hamilton Inc.
2076,71.235.91.18,Connecticut,New Haven,Comcast Cable Communications LLC
2077,75.144.206.81,Massachusetts,Needham,Comcast Cable Communications LLC
2078,71.42.105.167,Texas,Sulphur Springs,Korcett-Tobin Hill Lofts
2079,69.16.147.252,Arizona,Phoenix,SecuredConnectivity.net
2080,40.141.115.69,Texas,Austin,Windstream Communications LLC
2081,24.26.235.149,Texas,San Antonio,Charter Communications Inc
2082,65.121.50.194,Colorado,Greenwood Village,Six Continents Hotels Inc
2083,71.136.252.180,Texas,San Antonio,AT&T Corp.
2084,67.79.222.107,Texas,San Antonio,Starbucks
2085,107.77.220.195,Texas,Houston,AT&T Mobility LLC
2086,75.15.242.245,Texas,San Antonio,AT&T Corp.
2087,67.79.40.22,Texas,Leon Valley,Charter Communications Inc
2088,162.251.247.25,Texas,San Antonio,Private Customer
2089,71.42.105.146,Texas,Sulphur Springs,Korcett-Tobin Hill Lofts
2090,24.243.18.90,Texas,San Antonio,Charter Communications Inc
2091,166.251.106.189,Texas,San Antonio,Wireless Data Service Provider Corporation
2092,130.45.35.132,Texas,San Antonio,Grande Communications San Antonio Hub
2093,99.203.90.1,Texas,Houston,Sprint Communications Inc.
2094,107.77.218.195,Texas,San Antonio,AT&T Mobility LLC
2095,107.77.217.142,Texas,Houston,AT&T Mobility LLC
2096,156.80.4.22,Virginia,Arlington,Booz Allen Hamilton Inc.
2097,24.242.183.202,Texas,Plano,Charter Communications Inc
2098,173.175.112.130,Texas,San Antonio,Charter Communications Inc
2099,107.77.217.47,Texas,Houston,AT&T Mobility LLC
2100,172.58.99.40,Texas,Houston,T-Mobile USA Inc.
2101,108.207.130.89,Texas,San Antonio,AT&T Corp.
2102,70.120.80.21,Texas,San Antonio,Charter Communications Inc
2103,104.53.215.7,Texas,San Antonio,AT&T Corp.
2104,66.25.149.223,Texas,Universal City,Charter Communications Inc
2105,107.77.220.6,Texas,Houston,AT&T Mobility LLC
2106,70.116.81.203,Texas,San Antonio,Charter Communications Inc
2107,75.54.32.17,Texas,San Antonio,Alamo Community College District
2108,71.40.12.162,Texas,San Antonio,Intertek
2109,89.187.164.77,Texas,Dallas,DataCamp s.r.o.
2110,70.94.181.28,Texas,San Antonio,Charter Communications Inc
2111,70.121.153.24,Texas,San Antonio,Charter Communications Inc
2112,67.10.128.179,Texas,San Antonio,Charter Communications Inc
2113,72.181.104.49,Texas,San Antonio,Charter Communications Inc
2114,89.187.164.168,Texas,Dallas,DataCamp s.r.o.
2115,89.187.164.162,Texas,Dallas,DataCamp s.r.o.
2116,89.187.164.76,Texas,Dallas,DataCamp s.r.o.
2117,67.11.218.22,Texas,San Antonio,Charter Communications Inc
2118,99.203.212.122,Texas,Houston,Sprint Communications Inc.
2119,70.94.150.75,Texas,San Antonio,Charter Communications Inc
2120,76.255.12.121,Texas,Richardson,AT&T Internet Services
2121,216.82.129.193,Texas,Seguin,Private Customer
2122,72.190.184.30,Texas,San Antonio,Charter Communications Inc
2123,70.123.202.50,Texas,San Antonio,Charter Communications Inc
2124,89.187.164.134,Texas,Dallas,DataCamp s.r.o.
2125,66.69.122.35,Texas,New Braunfels,Charter Communications Inc
2126,99.203.212.200,Texas,Houston,Sprint Communications Inc.
2127,76.198.205.14,Texas,San Antonio,AT&T Corp.
2128,99.137.88.24,Texas,San Antonio,AT&T Corp.
2129,107.77.221.42,Texas,Corpus Christi,AT&T Mobility LLC
2130,89.187.164.130,Texas,Dallas,DataCamp s.r.o.
2131,107.77.219.68,Texas,Houston,AT&T Mobility LLC
2132,89.187.164.132,Texas,Dallas,DataCamp s.r.o.
2133,89.187.164.145,Texas,Dallas,DataCamp s.r.o.
2134,173.123.163.49,Texas,Houston,Sprint Communications Inc.
2135,173.174.191.137,Texas,San Antonio,Charter Communications Inc
2136,70.94.160.224,Texas,San Antonio,Charter Communications Inc
2137,104.191.10.15,Texas,San Antonio,AT&T Corp.
2138,70.121.215.53,Texas,San Antonio,Charter Communications Inc
2139,72.181.100.161,Texas,San Antonio,Charter Communications Inc
2140,162.71.236.108,Texas,San Antonio,Christus Health
2141,184.203.225.164,Arizona,Phoenix,Sprint Communications Inc.
2142,173.174.177.48,Texas,San Antonio,Charter Communications Inc
2143,136.50.54.38,Texas,San Antonio,Google Fiber Inc.
2144,70.125.148.96,Texas,San Antonio,Charter Communications Inc
2145,96.8.198.155,Texas,San Antonio,Guadalupe Valley Telephone Cooperative Inc.
2146,89.187.164.146,Texas,Dallas,DataCamp s.r.o.
2147,71.136.255.148,Texas,San Antonio,AT&T Corp.
2148,107.77.217.168,Texas,Houston,AT&T Mobility LLC
2149,70.123.195.48,Texas,San Antonio,Charter Communications Inc
2150,72.177.228.146,Texas,San Antonio,Charter Communications Inc
2151,206.109.23.139,Texas,San Antonio,Jab Wireless Inc.
2152,68.203.199.3,Texas,San Antonio,Charter Communications Inc
2153,67.10.166.10,Texas,San Antonio,Charter Communications Inc
2154,96.44.144.194,Texas,Dallas,QuadraNet Inc
2155,107.77.219.49,Texas,Houston,AT&T Mobility LLC
2156,173.127.123.160,Texas,Houston,Sprint Communications Inc.
2157,107.77.220.123,Texas,Houston,AT&T Mobility LLC
2158,89.187.164.167,Texas,Dallas,DataCamp s.r.o.
2159,72.190.172.10,Texas,San Antonio,Charter Communications Inc
2160,67.11.223.207,Texas,San Antonio,Charter Communications Inc
2161,89.187.164.165,Texas,Dallas,DataCamp s.r.o.
2162,68.201.192.3,Texas,New Braunfels,Charter Communications Inc
2163,99.48.230.93,Texas,San Antonio,AT&T Corp.
2164,89.187.164.133,Texas,Dallas,DataCamp s.r.o.
2165,89.187.164.163,Texas,Dallas,DataCamp s.r.o.
2166,70.123.229.93,Texas,Universal City,Charter Communications Inc
2167,89.187.164.79,Texas,Dallas,DataCamp s.r.o.
2168,89.187.164.75,Texas,Dallas,DataCamp s.r.o.
2169,107.77.221.160,Texas,Corpus Christi,AT&T Mobility LLC
2170,67.11.111.87,Texas,San Antonio,Charter Communications Inc
2171,89.187.164.74,Texas,Dallas,DataCamp s.r.o.
2172,89.187.164.78,Texas,Dallas,DataCamp s.r.o.
2173,98.158.244.8,Texas,Dallas,Symantec Corporation
2174,64.145.67.138,California,Los Angeles,SecuredConnectivity.net
2175,69.166.80.80,Texas,New Braunfels,Guadalupe Valley Telephone Cooperative Inc.
2176,107.77.221.136,Texas,Corpus Christi,AT&T Mobility LLC
2177,208.54.83.234,Texas,Houston,T-Mobile USA Inc.
2178,70.121.184.209,Texas,San Antonio,Charter Communications Inc
2179,130.45.24.15,Texas,San Antonio,Grande Communications San Antonio Hub
2180,73.14.59.241,Colorado,Lakewood,Comcast Cable Communications LLC
2181,99.203.90.211,Texas,Houston,Sprint Communications Inc.
2182,99.203.91.58,Texas,Houston,Sprint Communications Inc.
2183,107.77.219.19,Texas,Houston,AT&T Mobility LLC
2184,107.77.220.130,Texas,Houston,AT&T Mobility LLC
2185,89.187.164.135,Texas,Dallas,DataCamp s.r.o.
2186,66.69.86.155,Texas,San Antonio,Charter Communications Inc
2187,107.77.221.36,Texas,Corpus Christi,AT&T Mobility LLC
2188,162.194.246.150,Texas,San Antonio,AT&T Corp.
2189,89.187.164.150,Texas,Dallas,DataCamp s.r.o.
2190,89.187.164.131,Texas,Dallas,DataCamp s.r.o.
2191,64.145.67.139,California,Los Angeles,SecuredConnectivity.net
2192,89.187.164.147,Texas,Dallas,DataCamp s.r.o.
2193,89.187.164.136,Texas,Dallas,DataCamp s.r.o.
2194,64.148.251.171,Texas,San Antonio,AT&T Corp.
2195,129.115.195.22,Texas,San Antonio,University of Texas at San Antonio
2196,89.187.164.129,Texas,Dallas,DataCamp s.r.o.
2197,67.11.212.182,Texas,San Antonio,Charter Communications Inc
2198,89.187.164.151,Texas,Dallas,DataCamp s.r.o.
2199,107.77.217.166,Texas,Houston,AT&T Mobility LLC
2200,89.187.164.149,Texas,Dallas,DataCamp s.r.o.
2201,89.187.164.166,Texas,Dallas,DataCamp s.r.o.
2202,99.203.213.209,Texas,Houston,Sprint Communications Inc.
2203,104.223.91.55,Georgia,Atlanta,QuadraNet Inc
2204,174.207.23.110,Texas,San Antonio,Verizon Wireless
2205,104.58.132.243,Texas,San Antonio,AT&T Corp.
2206,66.154.110.205,Georgia,Atlanta,Assertivenet
2207,161.129.70.3,Georgia,Atlanta,QuadraNet Enterprises LLC
2208,104.223.95.92,Georgia,Atlanta,QuadraNet Inc
2209,200.68.128.26,Guanajuato,Acambaro,RadioMovil Dipsa S.A. de C.V.
2210,187.237.231.85,Hidalgo,Pachuca de Soto,Uninet S.A. de C.V.
2211,174.207.5.16,Oklahoma,Guymon,Verizon Wireless
2212,64.134.148.108,Texas,Austin,Wayport Inc.
2213,155.94.241.194,Texas,Dallas,QuadraNet Inc
2214,104.223.91.53,Georgia,Atlanta,QuadraNet Inc
2215,104.223.95.94,Georgia,Atlanta,QuadraNet Inc
2216,129.115.195.34,Texas,San Antonio,University of Texas at San Antonio
2217,107.150.30.22,Georgia,Atlanta,QuadraNet Inc
2218,104.129.24.36,Georgia,Atlanta,QuadraNet Inc
2219,24.28.101.217,Texas,Austin,Charter Communications Inc
2220,89.187.164.164,Texas,Dallas,DataCamp s.r.o.
2221,189.156.27.111,Coahuila de Zaragoza,Saltillo,Gestion de Direccionamiento Uninet
2222,89.187.164.161,Texas,Dallas,DataCamp s.r.o.
2223,107.77.217.126,Texas,Houston,AT&T Mobility LLC
